Gene_Name	CKDdb_num_of_studies	CKDdb_Disease	GOA_Kidney_Research_Priority	tub_Exp_num_of_eQTLs	tub_Pr_of_no_eQTL	tub_FDR	glom_Exp_num_of_eQTLs	glom_Pr_of_no_eQTL	glom_FDR
PDCD10	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCM3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TFAR15	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD11	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RP8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZMYND7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDCL2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDE1A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPDE1A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDE3A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDE6A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDEA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDE6H	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDE7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDE7A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFD	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IEGF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SCDGFB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
4833426J09RIK	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MKIAA1348	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDPR	2.0	1.0	0	1.03	0.0038	0.000413	1.0	0.00893	0.00151
PDZD3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IKEPP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NHERF4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDZD8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PEAR1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MEGF12	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PEG3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZSCAN24	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PELO	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CGI-17	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PELOTA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PELP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HMX3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MNAR	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PER3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PERC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PES1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PET112	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PET112L	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PEX10	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PEX11A	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PEX11	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PEX14	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PFDN6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HKE2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PFD6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PFKFB1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
F6PK	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PFRX	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PFS2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GINS2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSF2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PGAP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PGAP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FRAG1	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PGDH3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHGDH	2.0	1.0	0	1.02	1.28e-06	1.11e-07	0.0	0.0	0.0
PGLS	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHEX	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PEX	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF11	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
D14ERTD668E	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF11D	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF12	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF19	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF20L1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CGI-72	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF21B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHF8	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PHLPPL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHLPP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHOX2A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARIX	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMX2A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHTF2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHYHIPL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ6309/PRO20934	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ6309	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PI4KII	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PI4K2A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIDD	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LRDD	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIGA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIG-A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIGL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIH1D1	2.0	1.0	0	1.37	1.64e-05	1.34e-06	0.0	0.0	0.0
NOP17	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIH1D3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIH2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIK3AP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIK3C2B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIK3C3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
VPS34	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIK3CB	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PIK3C1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PILOT	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EGR3	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PIP4K2B	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PIP5K2B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIP5K1A	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PIP5K1B	2.0	1.0	1	1.05	0.0027199999999999998	0.000285	1.74	0.0095	0.00161
STM7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STM-7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIP5K2A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIP4K2A	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PIP5K2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIR	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIRA1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PISD	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PITRM1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKD1	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
R48321	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKHD1	2.0	1.0	1	1.0	0.00011	9.41e-06	0.0	0.0	0.0
FCYT	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TIGM1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKHD1L1	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PKIB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKIG	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKMYT1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G16	2.0	1.0	0	1.19	2.58e-12	1.26e-13	1.03	0.00117	0.000145
HRASLS3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HREV107	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G1B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2E	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2F	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLAA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLAP	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLAC1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLAC4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
D21S418E	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PP1416	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLB1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLB	4.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLCB3	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PLCL1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLC-L(PLC-EPSILON)	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLC-LPLC-EPSILON	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLCL2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLCE2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLCXD1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEK2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHA2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TAPP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHB1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHG5	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHK1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RTKN2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHM1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHM2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA0842	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHS1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLIN3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
M6PRBP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TIP47	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLK1S1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KIZ	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HT013	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLK3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CNK	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FNK	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLN	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PLOD1	2.0	1.0	0	0.9840000000000001	0.0221	0.0026899999999999997	0.0	0.0	0.0
PLOD	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLSCR3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLSCR4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLXDC1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TEM3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TEM7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLXN1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLXN6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMF1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMF1-BGLAP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMS2P2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMS2L14	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMS2L2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMS2P3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMS2L3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMS2L9	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PNLIPRP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLRP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PNORF1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UPF1	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
RENT1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PNPLA3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADPN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PNPLA4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DXS1283E	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GS2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PODNL1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLRR5B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POFUT1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FUT12	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POGZ	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SUHW5	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF280E	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POLB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POLD1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POLDIP3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDIP46	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD30	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD30A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POLI	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD30B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POLR2L	2.0	1.0	0	1.18	4.689999999999999e-09	3e-10	0.0	0.0	0.0
POLR3D	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BN51	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BN51T	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POLR3H	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POMGNT1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MGAT1.2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ746/PRO1475	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POMT2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POMZP3	2.0	1.0	0	2.14	9.02e-08	4.45e-09	1.12	0.006840000000000001	0.0011
POM/ZP3FUSION	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POTEKP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACTBL3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FKSG30	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POU2F2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OTF2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POU4F1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRN3A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RDC1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
POU6F1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRN5	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MPOU	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PP6425	4.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPAN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSF1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPAT	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GPAT	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ATASE	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPDPF	2.0	1.0	0	2.1	1.1099999999999999e-11	4.18e-13	2.2	2.01e-05	1.84e-06
EXPDF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UPF0362	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPEF1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPEF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP7C	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPFIA2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPIL6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPM1B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PP2CB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPM1G	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPM1C	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPM1H	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R10	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FB19	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CAT53	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R13L	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IASPP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NKIP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R14B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R21	2.0	1.0	0	1.04	0.0285	0.00367	0.0	0.0	0.0
CCDC128	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KLRAQ1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R3E	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NIPP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R9B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP2R1A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP2R2B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP3R1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CNA2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CNB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP4R1L-LOCUS	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP4R2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SBBI57	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP5C	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP5	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PPP6R2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF16	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRB3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM10	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PFM7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TRIS	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM12	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PFM9	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KMT8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIZ	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM5	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PFM2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRELID1	2.0	1.0	0	1.42	7.890000000000001e-07	6.29e-08	0.0	0.0	0.0
PRELI	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CGI-106	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PREPL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PREX2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DEPDC2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRICKLE2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRICKLE3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LMO6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRIM1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRIMA1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKAG1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCA	2.0	1.0	1	1.02	2.36e-05	1.76e-06	0.0	0.0	0.0
PKCA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCDBP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DIG2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCE	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKCE	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCG	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PKCG	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCZ	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PKC2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKDC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HYRC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HYRC1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRKG2	2.0	1.0	0	0.0	0.0	0.0	0.9890000000000001	0.0281	0.00511
PRLZ	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TPD52	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PC-1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRMT1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HRMT1L2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HMT2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRMT8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HRMT1L3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HRMT1L4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRNT	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
M8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO0106	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO0365	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO0823	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO0943	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO1292	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO1510	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO1848	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO2122	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO2397	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO2533	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO2610	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
