Gene_Name	Experimental_seed_genes_overlap	Inferred_seed_genes_overlap	known_gene	GTEx_kidney_TPM_expression	GTEx_kidney_Expression_Rank	ProteinAtlas_gene_expr_levels	ProteinAtlas_RNA_expression_TMP	GO_renal	GO_kidney	GO_nephro	GO_glomerul	GO_distal tubule	CKD-example_GWAS_hits	CKD-example_GWAS_max_P_VALUE	CKD-example_GWAS_min_P_VALUE	CKD-example_GWAS_max_OR	CKD-example_GWAS_min_OR	CKD-example_GWAS_tissue_trait_flag	MGI_mouse_knockout_feature
PIP4K2A	0.0	0.0	0.0	11.99	5418.0	High	17.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIP4K2B	0.0	0.0	0.0	19.57	3606.0	Not_detected	8.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIP4K2C	0.0	0.0	0.0	37.38	1798.0	Low	42.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PIP5K1A	0.08571428571428572	0.08333333333333333	0.0	17.42	4040.0	Medium	18.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIP5K1B	0.0	0.2	0.0	3.8080000000000003	18225.0	0	9.1	0.0	0.0	0.0	0.0	0.0	5.0	3e-11	4e-18	0.753	0.0071	1.0	0.0
PIP5K1C	0.0	0.13333333333333333	0.0	14.11	4805.0	Medium	6.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIP5KL1	0.0	0.0	0.0	0.8145	18225.0	0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIPOX	0.1111111111111111	1.0	0.0	18.28	3865.0	0	137.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIR	0.125	0.0	0.0	7.72	7247.0	Medium	10.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PISD	0.2	0.03389830508474576	0.0	25.79	2757.0	Medium	4.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITHD1	0.1111111111111111	0.0	0.0	28.76	2419.0	0	35.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITPNA	0.0	0.125	0.0	37.02	1819.0	0	44.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITPNB	0.16666666666666666	1.0	0.0	3.71	18225.0	0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITPNC1	0.0	0.0	0.0	4.593999999999999	9120.0	0	15.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITPNM1	0.0	0.14285714285714285	0.0	31.14	2232.0	Low	8.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITPNM2	0.0	0.08333333333333333	0.0	15.26	4528.0	Low	4.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITPNM3	0.0	0.0	0.0	2.866	18225.0	Low	1.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITRM1	0.06666666666666667	0.0	0.0	18.83	3746.0	High	38.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITX1	0.030303030303030304	0.0	0.0	0.1109	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITX2	0.07692307692307693	0.25	0.0	0.1366	18225.0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PITX3	0.0	0.0	0.0	0.1082	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIWIL1	0.2	0.13793103448275862	0.0	0.1539	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIWIL2	0.16666666666666666	0.14285714285714285	0.0	0.2178	18225.0	0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIWIL3	1.0	0.09302325581395349	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PIWIL4	0.08333333333333333	0.15384615384615385	0.0	1.3880000000000001	18225.0	Medium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PJA1	0.057692307692307696	0.0	0.0	10.19	6107.0	Medium	10.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PJA2	0.07692307692307693	0.0	0.0	23.64	3018.0	Medium	65.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKD1	0.18181818181818182	0.030303030303030304	1.0	9.392999999999999	6474.0	High	2.3	1.0	1.0	1.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PKD1L1	0.0	0.0	0.0	0.1172	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKD1L2	0.0	0.0	0.0	0.08286	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKD1L3	0.5	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
PKD2	0.043478260869565216	0.11764705882352941	1.0	17.86	3951.0	Medium	54.2	1.0	1.0	1.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PKD2L1	0.0	1.0	0.0	0.2096	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	3e-13	3e-13	0.35231	0.35231	1.0	0.0
PKDCC	0.0	0.0	0.0	24.01	2972.0	0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKDREJ	0.0	0.0	0.0	0.08615	18225.0	Not_detected	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKHD1	0.0	0.0	1.0	11.44	5593.0	High	15.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PKIA	0.14285714285714285	0.0	0.0	1.565	18225.0	0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKIB	0.0	0.0	0.0	0.8345	18225.0	High	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKIG	0.0	0.0	0.0	38.21	1743.0	0	46.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKLR	0.0	0.07456140350877193	0.0	8.948	6663.0	High	14.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKM	0.07194244604316546	0.0729483282674772	0.0	303.3	114.0	0	293.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKMYT1	0.0625	0.0	0.0	0.4181	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKN1	0.037037037037037035	0.13333333333333333	0.0	41.46	1576.0	High	18.1	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PKN2	0.08333333333333333	0.045454545454545456	0.0	7.9879999999999995	7119.0	High	18.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKN3	0.034482758620689655	0.08823529411764706	0.0	6.732	7790.0	0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKNOX1	0.16666666666666666	0.12195121951219512	0.0	4.585	9125.0	Low	4.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKNOX2	0.5	0.1	0.0	1.214	18225.0	High	1.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKP1	0.0	0.2857142857142857	0.0	0.4605	18225.0	Not_detected	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKP2	0.038461538461538464	0.3333333333333333	0.0	2.6430000000000002	18225.0	Low	8.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKP3	0.02702702702702703	1.0	0.0	1.2990000000000002	18225.0	Low	0.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PKP4	0.05	0.07692307692307693	0.0	35.6	1900.0	High	65.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA1A	0.125	0.0	0.0	7.737	7237.0	0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G10	0.0	0.0	0.0	0.016980000000000002	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G12A	0.0	0.0	0.0	12.2	5358.0	Medium	17.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G12B	0.25	0.0	0.0	2.116	18225.0	Medium	19.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G15	0.16666666666666666	0.0	0.0	24.16	2953.0	High	16.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLA2G16	0.0	0.0	0.0	30.71	2259.0	0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G1B	0.0	0.0	0.0	1.4869999999999999	18225.0	Not_detected	1.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G2A	0.041666666666666664	0.0	0.0	0.5586	18225.0	Not_detected	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G2D	0.5	0.0	0.0	0.01305	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G3	0.0	0.0	0.0	0.2308	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G4A	0.07407407407407407	0.045454545454545456	0.0	3.5180000000000002	18225.0	Medium	10.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLA2G4B	0.2727272727272727	0.0	0.0	20.24	3477.0	0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G4C	0.0	0.0	0.0	4.212	9433.0	High	5.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G4D	0.0	0.0	0.0	0.00941	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G4F	0.0	0.0	0.0	15.35	4504.0	Low	4.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G6	0.2	0.0	0.0	19.17	3682.0	Low	11.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLA2G7	0.0	0.0	0.0	0.1427	18225.0	0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAA	0.037037037037037035	0.02	0.0	7.792999999999999	7210.0	Medium	16.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAC1	0.0	0.0	0.0	0.0	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAC8	0.2	0.0	0.0	0.2898	18225.0	Not_detected	1.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAC9	0.0	0.0	0.0	8.172	7032.0	0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAG1	0.0	0.0	0.0	1.3259999999999998	18225.0	0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAGL1	0.25	0.16666666666666666	0.0	8.844	6719.0	0	11.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAGL2	0.125	0.0	0.0	5.648	8441.0	0	3.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAT	0.07692307692307693	0.125	0.0	63.45	915.0	Low	48.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAU	0.0	0.25	0.0	25.61	2777.0	Low	54.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLAUR	0.03571428571428571	0.17647058823529413	0.0	2.965	18225.0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLB1	0.0	0.0	0.0	0.3834	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLBD1	0.14285714285714285	0.0	0.0	16.75	4195.0	Not_detected	21.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLBD2	0.125	0.0	0.0	7.886	7169.0	Medium	10.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCB1	0.16666666666666666	0.043668122270742356	0.0	1.2209999999999999	18225.0	Not_detected	14.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLCB2	0.0	0.07407407407407407	0.0	3.5210000000000004	18225.0	Medium	1.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCB3	0.07142857142857142	0.06666666666666667	0.0	10.87	5825.0	Low	4.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCB4	0.0	0.08888888888888889	0.0	2.568	18225.0	Low	3.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCD1	0.0	0.0	1.0	12.68	5203.0	High	4.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCD3	0.0	0.0	0.0	6.848	7715.0	High	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCD4	0.0	0.0	0.0	8.869	6703.0	Medium	3.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCE1	0.14285714285714285	0.1111111111111111	1.0	5.257000000000001	8670.0	Medium	5.4	0.0	0.0	1.0	1.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCG1	0.0935672514619883	0.05421686746987952	0.0	30.47	2275.0	High	11.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCG2	0.09433962264150944	0.0970873786407767	0.0	18.84	3744.0	Low	22.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLCH1	0.0	0.0	0.0	0.9294	18225.0	0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCH2	0.0	0.0	0.0	5.332999999999999	8627.0	Not_detected	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCL1	0.0	0.0	0.0	5.558	8499.0	High	34.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCL2	0.0	0.0	0.0	6.08	8168.0	0	7.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCXD1	0.0	0.0	0.0	4.157	9478.0	Medium	2.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCXD2	0.0	0.0	0.0	0.2454	18225.0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLCZ1	0.0	0.0	0.0	0.05987000000000001	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLD1	0.2	0.08333333333333333	1.0	4.048	9578.0	Medium	12.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLD2	0.1111111111111111	0.08108108108108109	0.0	13.03	5110.0	Medium	6.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLD3	0.1	0.1111111111111111	0.0	88.12	589.0	Medium	60.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLD4	0.0	0.0	0.0	0.3279	18225.0	Medium	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLD5	0.0	0.0	0.0	0.1182	18225.0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLD6	0.2	0.0	0.0	2.64	18225.0	Medium	2.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEC	0.056818181818181816	0.2	1.0	26.86	2634.0	Medium	9.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEK	0.07692307692307693	0.0	0.0	2.714	18225.0	Not_detected	3.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEK2	0.0	0.0	0.0	5.593999999999999	8480.0	High	5.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA1	0.0	0.0	0.0	24.23	2945.0	Medium	42.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA2	0.0	0.0	0.0	9.602	6374.0	Medium	18.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA3	0.0	0.0	0.0	2.3209999999999997	18225.0	Low	5.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA4	0.0	0.0	0.0	12.46	5272.0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA5	0.07272727272727272	0.0	0.0	6.468999999999999	7932.0	0	44.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA6	0.09090909090909091	0.0	0.0	21.37	3309.0	Medium	27.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA7	0.0	0.0	0.0	12.74	5190.0	Medium	32.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHA8	0.3	0.0	0.0	2.436	18225.0	0	6.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLEKHB1	0.0	0.0	0.0	7.358	7444.0	0	12.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHB2	0.047619047619047616	0.0	0.0	52.51	1184.0	Medium	117.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHD1	0.0	0.0	0.0			0	0.8	0.0	0.0	0.0	0.0	0.0							0.0
PLEKHF1	0.0	0.0	0.0	3.763	18225.0	0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHF2	0.058823529411764705	0.0	0.0	8.296	6978.0	0	23.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHG1	0.2	1.0	0.0	3.802	18225.0	Medium	4.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHG2	0.1111111111111111	0.0	0.0	8.955	6658.0	0	4.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHG3	0.15384615384615385	0.05263157894736842	0.0	19.04	3704.0	Medium	22.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHG4	0.1	0.0	0.0	2.295	18225.0	0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHG4B	0.0	0.0	0.0	0.1334	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHG5	0.0	0.06060606060606061	0.0	6.007000000000001	8215.0	0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLEKHG6	0.5	0.0	0.0	0.8816	18225.0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHH1	0.0	0.0	0.0	10.93	5798.0	0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHH2	0.0	0.5	0.0	7.252999999999999	7491.0	0	8.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHH3	0.0	0.0	0.0	11.81	5475.0	0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHJ1	0.0	0.0	0.0	63.05	924.0	Medium	29.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHM1	0.0	0.0	0.0	5.627999999999999	8456.0	High	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLEKHM2	0.16666666666666666	0.0	0.0	31.09	2238.0	High	9.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHM3	0.0	0.0	0.0	0.7519	18225.0	0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHN1	0.0	0.0	0.0	1.7790000000000001	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHO1	0.15	0.0	0.0	8.463	6901.0	0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHO2	0.09523809523809523	0.0	0.0	14.67	4650.0	Medium	6.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLEKHS1	0.0	0.0	0.0	0.2681	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLG	0.10416666666666667	0.09090909090909091	1.0	10.99	5770.0	Not_detected	313.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLGLB1	0.6666666666666666	0.0	0.0			0	4.6	0.0	0.0	0.0	0.0	0.0							0.0
PLGRKT	0.2	0.0	0.0	16.58	4234.0	Medium	37.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLIN1	0.0	0.0	0.0	1.079	18225.0	Not_detected	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLIN2	0.3333333333333333	0.0	0.0	35.09	1934.0	Low	160.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLIN3	0.05	0.0	0.0	19.54	3612.0	0	13.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLIN4	0.0	0.0	0.0	5.937	8252.0	Not_detected	0.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLIN5	0.0	0.0	0.0	14.72	4644.0	0	5.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLK1	0.06072874493927125	0.11076923076923077	0.0	1.558	18225.0	Low	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLK2	0.0425531914893617	0.08411214953271028	0.0	13.43	4989.0	Medium	7.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLK3	0.17647058823529413	0.06451612903225806	0.0	7.289	7478.0	High	1.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLK4	0.15517241379310345	0.13380281690140844	0.0	0.5302	18225.0	Medium	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLLP	0.0	0.0	0.0	42.21	1555.0	High	32.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
